##NAMES=Wagnerite
##RRUFFID=R050519
##IDEAL CHEMISTRY=Mg_2_PO_4_F
##LOCALITY=Kjorrestad, near Bamle, Norway
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Pale yellow lamellar fragments, associated with isokite, R070526.
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R050519
##MEASURED CHEMISTRY=Mg_2.00_(P_1.00_O_4_)(F_0.80_(OH)_0.20_)_Σ=1_ ; = gray phase, and the light phase is isokite: Ca_1.00_Mg_1.00_(P_1.00_O_4_)(F_0.80_(OH)_0.20_)_Σ=1_
##CELL PARAMETERS=a: 9.631(1) b: 12.667(2) c: 11.922(1) alpha: 90 beta: 108.270(6) gamma: 90 volume: 1381.2(3) crystal system: monoclinic
49.610, 0.002
49.620, 0.001
49.630, 0.001
49.640, 0.000
49.650, 0.000
49.660, 0.000
49.670, 0.000
49.680, 0.000
49.690, 0.000
49.700, 0.000
49.710, 0.001
49.720, 0.001
49.730, 0.001
49.740, 0.001
49.750, 0.001
49.760, 0.001
49.770, 0.001
49.780, 0.001
49.790, 0.001
49.800, 0.000
49.810, 0.000
49.820, 0.000
49.830, 0.000
49.840, 0.000
49.850, 0.000
49.860, 0.000
49.870, 0.001
49.880, 0.001
49.890, 0.001
49.900, 0.001
49.910, 0.001
49.920, 0.001
49.930, 0.002
49.940, 0.002
49.950, 0.002
49.960, 0.003
49.970, 0.003
49.980, 0.003
49.990, 0.002
50.000, 0.002
50.010, 0.002
50.020, 0.002
50.030, 0.003
50.040, 0.006
50.050, 0.013
50.060, 0.029
50.070, 0.063
50.080, 0.131
50.090, 0.254
50.100, 0.452
50.110, 0.742
50.120, 1.117
50.130, 1.544
50.140, 1.958
50.150, 2.278
50.160, 2.431
50.170, 2.379
50.180, 2.137
50.190, 1.766
50.200, 1.349
50.210, 0.971
50.220, 0.691
50.230, 0.541
50.240, 0.524
50.250, 0.623
50.260, 0.804
50.270, 1.022
50.280, 1.224
50.290, 1.367
50.300, 1.423
50.310, 1.397
50.320, 1.319
50.330, 1.230
50.340, 1.166
50.350, 1.138
50.360, 1.131
50.370, 1.117
50.380, 1.065
50.390, 0.964
50.400, 0.819
50.410, 0.655
50.420, 0.499
50.430, 0.373
50.440, 0.291
50.450, 0.257
50.460, 0.268
50.470, 0.312
50.480, 0.376
50.490, 0.441
50.500, 0.488
50.510, 0.503
50.520, 0.479
50.530, 0.421
50.540, 0.344
50.550, 0.263
50.560, 0.195
50.570, 0.147
50.580, 0.123
50.590, 0.122
50.600, 0.138
50.610, 0.166
50.620, 0.199
50.630, 0.229
50.640, 0.247
50.650, 0.250
50.660, 0.234
50.670, 0.205
50.680, 0.170
50.690, 0.139
50.700, 0.125
50.710, 0.143
50.720, 0.218
50.730, 0.390
50.740, 0.716
50.750, 1.261
50.760, 2.080
50.770, 3.180
50.780, 4.487
50.790, 5.829
50.800, 6.965
50.810, 7.649
50.820, 7.719
50.830, 7.158
50.840, 6.107
50.850, 4.810
50.860, 3.532
50.870, 2.491
50.880, 1.812
50.890, 1.538
50.900, 1.637
50.910, 2.031
50.920, 2.598
50.930, 3.190
50.940, 3.650
50.950, 3.854
50.960, 3.744
50.970, 3.344
50.980, 2.746
50.990, 2.077
51.000, 1.451
51.010, 0.940
51.020, 0.569
51.030, 0.326
51.040, 0.179
51.050, 0.096
51.060, 0.052
51.070, 0.028
51.080, 0.016
51.090, 0.010
51.100, 0.009
51.110, 0.011
51.120, 0.014
51.130, 0.019
51.140, 0.025
51.150, 0.031
51.160, 0.035
51.170, 0.038
51.180, 0.039
51.190, 0.037
51.200, 0.033
51.210, 0.028
51.220, 0.021
51.230, 0.016
51.240, 0.011
51.250, 0.008
51.260, 0.008
51.270, 0.009
51.280, 0.013
51.290, 0.021
51.300, 0.034
51.310, 0.056
51.320, 0.090
51.330, 0.139
51.340, 0.202
51.350, 0.274
51.360, 0.347
51.370, 0.410
51.380, 0.459
51.390, 0.497
51.400, 0.546
51.410, 0.640
51.420, 0.818
51.430, 1.110
51.440, 1.520
51.450, 2.013
51.460, 2.515
51.470, 2.936
51.480, 3.193
51.490, 3.239
51.500, 3.081
51.510, 2.765
51.520, 2.364
51.530, 1.950
51.540, 1.579
51.550, 1.295
51.560, 1.123
51.570, 1.073
51.580, 1.137
51.590, 1.285
51.600, 1.467
51.610, 1.625
51.620, 1.710
51.630, 1.695
51.640, 1.579
51.650, 1.389
51.660, 1.158
51.670, 0.920
51.680, 0.700
51.690, 0.512
51.700, 0.360
51.710, 0.246
51.720, 0.167
51.730, 0.118
51.740, 0.093
51.750, 0.084
51.760, 0.085
51.770, 0.088
51.780, 0.089
51.790, 0.086
51.800, 0.077
51.810, 0.067
51.820, 0.059
51.830, 0.060
51.840, 0.080
51.850, 0.133
51.860, 0.237
51.870, 0.410
51.880, 0.664
51.890, 0.997
51.900, 1.379
51.910, 1.755
51.920, 2.053
51.930, 2.207
51.940, 2.180
51.950, 1.979
51.960, 1.653
51.970, 1.275
51.980, 0.919
51.990, 0.639
52.000, 0.466
52.010, 0.407
52.020, 0.453
52.030, 0.581
52.040, 0.759
52.050, 0.944
52.060, 1.092
52.070, 1.169
52.080, 1.157
52.090, 1.071
52.100, 0.952
52.110, 0.862
52.120, 0.876
52.130, 1.065
52.140, 1.487
52.150, 2.168
52.160, 3.090
52.170, 4.178
52.180, 5.304
52.190, 6.310
52.200, 7.047
52.210, 7.420
52.220, 7.409
52.230, 7.076
52.240, 6.530
52.250, 5.890
52.260, 5.253
52.270, 4.680
52.280, 4.209
52.290, 3.866
52.300, 3.667
52.310, 3.612
52.320, 3.672
52.330, 3.785
52.340, 3.878
52.350, 3.885
52.360, 3.772
52.370, 3.545
52.380, 3.237
52.390, 2.886
52.400, 2.524
52.410, 2.164
52.420, 1.808
52.430, 1.460
52.440, 1.132
52.450, 0.842
52.460, 0.610
52.470, 0.454
52.480, 0.380
52.490, 0.385
52.500, 0.458
52.510, 0.579
52.520, 0.721
52.530, 0.860
52.540, 0.985
52.550, 1.105
52.560, 1.258
52.570, 1.507
52.580, 1.921
52.590, 2.544
52.600, 3.365
52.610, 4.297
52.620, 5.185
52.630, 5.845
52.640, 6.125
52.650, 5.958
52.660, 5.386
52.670, 4.541
52.680, 3.596
52.690, 2.716
52.700, 2.019
52.710, 1.573
52.720, 1.395
52.730, 1.469
52.740, 1.746
52.750, 2.146
52.760, 2.567
52.770, 2.900
52.780, 3.060
52.790, 3.008
52.800, 2.761
52.810, 2.384
52.820, 1.962
52.830, 1.566
52.840, 1.241
52.850, 0.994
52.860, 0.809
52.870, 0.664
52.880, 0.541
52.890, 0.436
52.900, 0.359
52.910, 0.335
52.920, 0.405
52.930, 0.626
52.940, 1.076
52.950, 1.837
52.960, 2.977
52.970, 4.501
52.980, 6.314
52.990, 8.200
53.000, 9.852
53.010, 10.946
53.020, 11.245
53.030, 10.684
53.040, 9.395
53.050, 7.660
53.060, 5.824
53.070, 4.199
53.080, 2.996
53.090, 2.317
53.100, 2.164
53.110, 2.469
53.120, 3.111
53.130, 3.926
53.140, 4.721
53.150, 5.306
53.160, 5.535
53.170, 5.346
53.180, 4.777
53.190, 3.949
53.200, 3.022
53.210, 2.144
53.220, 1.415
53.230, 0.877
53.240, 0.523
53.250, 0.322
53.260, 0.233
53.270, 0.223
53.280, 0.267
53.290, 0.348
53.300, 0.445
53.310, 0.538
53.320, 0.605
53.330, 0.629
53.340, 0.602
53.350, 0.531
53.360, 0.432
53.370, 0.325
53.380, 0.229
53.390, 0.156
53.400, 0.114
53.410, 0.102
53.420, 0.117
53.430, 0.153
53.440, 0.201
53.450, 0.251
53.460, 0.292
53.470, 0.315
53.480, 0.314
53.490, 0.295
53.500, 0.267
53.510, 0.246
53.520, 0.246
53.530, 0.277
53.540, 0.340
53.550, 0.427
53.560, 0.518
53.570, 0.592
53.580, 0.628
53.590, 0.615
53.600, 0.555
53.610, 0.461
53.620, 0.354
53.630, 0.253
53.640, 0.173
53.650, 0.122
53.660, 0.101
53.670, 0.108
53.680, 0.139
53.690, 0.184
53.700, 0.235
53.710, 0.280
53.720, 0.308
53.730, 0.312
53.740, 0.291
53.750, 0.249
53.760, 0.197
53.770, 0.143
53.780, 0.095
53.790, 0.058
53.800, 0.033
53.810, 0.017
53.820, 0.008
53.830, 0.004
53.840, 0.002
53.850, 0.001
53.860, 0.002
53.870, 0.002
53.880, 0.003
53.890, 0.004
53.900, 0.005
53.910, 0.006
53.920, 0.006
53.930, 0.006
53.940, 0.006
53.950, 0.005
53.960, 0.004
53.970, 0.003
53.980, 0.003
53.990, 0.002
54.000, 0.002
54.010, 0.002
54.020, 0.003
54.030, 0.003
54.040, 0.003
54.050, 0.004
54.060, 0.004
54.070, 0.005
54.080, 0.007
54.090, 0.012
54.100, 0.021
54.110, 0.039
54.120, 0.069
54.130, 0.114
54.140, 0.174
54.150, 0.247
54.160, 0.322
54.170, 0.387
54.180, 0.428
54.190, 0.436
54.200, 0.409
54.210, 0.353
54.220, 0.282
54.230, 0.208
54.240, 0.145
54.250, 0.099
54.260, 0.074
54.270, 0.069
54.280, 0.081
54.290, 0.108
54.300, 0.143
54.310, 0.178
54.320, 0.208
54.330, 0.227
54.340, 0.234
54.350, 0.232
54.360, 0.230
54.370, 0.237
54.380, 0.258
54.390, 0.294
54.400, 0.338
54.410, 0.378
54.420, 0.399
54.430, 0.394
54.440, 0.362
54.450, 0.308
54.460, 0.246
54.470, 0.191
54.480, 0.157
54.490, 0.157
54.500, 0.198
54.510, 0.286
54.520, 0.419
54.530, 0.584
54.540, 0.757
54.550, 0.908
54.560, 1.004
54.570, 1.023
54.580, 0.960
54.590, 0.831
54.600, 0.663
54.610, 0.490
54.620, 0.340
54.630, 0.228
54.640, 0.163
54.650, 0.142
54.660, 0.160
54.670, 0.206
54.680, 0.270
54.690, 0.335
54.700, 0.387
54.710, 0.414
54.720, 0.408
54.730, 0.371
54.740, 0.311
54.750, 0.242
54.760, 0.178
54.770, 0.133
54.780, 0.120
54.790, 0.158
54.800, 0.278
54.810, 0.529
54.820, 0.982
54.830, 1.717
54.840, 2.797
54.850, 4.223
54.860, 5.897
54.870, 7.606
54.880, 9.053
54.890, 9.935
54.900, 10.051
54.910, 9.371
54.920, 8.055
54.930, 6.392
54.940, 4.704
54.950, 3.260
54.960, 2.222
54.970, 1.653
54.980, 1.540
54.990, 1.827
55.000, 2.426
55.010, 3.214
55.020, 4.031
55.030, 4.702
55.040, 5.069
55.050, 5.041
55.060, 4.620
55.070, 3.902
55.080, 3.035
55.090, 2.175
55.100, 1.437
55.110, 0.875
55.120, 0.494
55.130, 0.260
55.140, 0.132
55.150, 0.069
55.160, 0.042
55.170, 0.032
55.180, 0.030
55.190, 0.029
55.200, 0.028
55.210, 0.025
55.220, 0.021
55.230, 0.017
55.240, 0.012
55.250, 0.008
55.260, 0.005
55.270, 0.003
55.280, 0.002
55.290, 0.001
55.300, 0.001
55.310, 0.001
55.320, 0.001
55.330, 0.000
55.340, 0.000
55.350, 0.000
55.360, 0.000
55.370, 0.000
55.380, 0.000
55.390, 0.000
55.400, 0.000
55.410, 0.000
55.420, 0.000
55.430, 0.000
55.440, 0.000
55.450, 0.000
55.460, 0.000
55.470, 0.001
55.480, 0.002
55.490, 0.003
55.500, 0.007
55.510, 0.012
55.520, 0.019
55.530, 0.029
55.540, 0.041
55.550, 0.055
55.560, 0.070
55.570, 0.085
55.580, 0.100
55.590, 0.115
55.600, 0.128
55.610, 0.138
55.620, 0.142
55.630, 0.140
55.640, 0.131
55.650, 0.119
55.660, 0.109
55.670, 0.108
55.680, 0.124
55.690, 0.162
55.700, 0.227
55.710, 0.315
55.720, 0.419
55.730, 0.523
55.740, 0.609
55.750, 0.661
55.760, 0.671
55.770, 0.643
55.780, 0.594
55.790, 0.552
55.800, 0.543
55.810, 0.587
55.820, 0.692
55.830, 0.843
55.840, 1.012
55.850, 1.161
55.860, 1.256
55.870, 1.274
55.880, 1.212
55.890, 1.085
55.900, 0.918
55.910, 0.738
55.920, 0.570
55.930, 0.433
55.940, 0.336
55.950, 0.287
55.960, 0.285
55.970, 0.323
55.980, 0.390
55.990, 0.465
56.000, 0.528
56.010, 0.559
56.020, 0.549
56.030, 0.498
56.040, 0.417
56.050, 0.322
56.060, 0.230
56.070, 0.152
56.080, 0.093
56.090, 0.053
56.100, 0.029
56.110, 0.016
56.120, 0.012
56.130, 0.012
56.140, 0.016
56.150, 0.024
56.160, 0.034
56.170, 0.044
56.180, 0.053
56.190, 0.060
56.200, 0.062
56.210, 0.060
56.220, 0.054
56.230, 0.045
56.240, 0.036
56.250, 0.028
56.260, 0.023
56.270, 0.020
56.280, 0.020
56.290, 0.022
56.300, 0.026
56.310, 0.032
56.320, 0.039
56.330, 0.049
56.340, 0.065
56.350, 0.097
56.360, 0.160
56.370, 0.279
56.380, 0.483
56.390, 0.802
56.400, 1.248
56.410, 1.808
56.420, 2.428
56.430, 3.019
56.440, 3.481
56.450, 3.733
56.460, 3.742
56.470, 3.535
56.480, 3.183
56.490, 2.775
56.500, 2.383
56.510, 2.051
56.520, 1.797
56.530, 1.629
56.540, 1.555
56.550, 1.587
56.560, 1.727
56.570, 1.957
56.580, 2.228
56.590, 2.471
56.600, 2.618
56.610, 2.623
56.620, 2.479
56.630, 2.219
56.640, 1.898
56.650, 1.571
56.660, 1.277
56.670, 1.033
56.680, 0.837
56.690, 0.684
56.700, 0.567
56.710, 0.483
56.720, 0.431
56.730, 0.406
56.740, 0.398
56.750, 0.394
56.760, 0.382
56.770, 0.355
56.780, 0.311
56.790, 0.254
56.800, 0.193
56.810, 0.136
56.820, 0.090
56.830, 0.055
56.840, 0.034
56.850, 0.024
56.860, 0.023
56.870, 0.033
56.880, 0.051
56.890, 0.078
56.900, 0.112
56.910, 0.149
56.920, 0.185
56.930, 0.214
56.940, 0.234
56.950, 0.246
56.960, 0.256
56.970, 0.276
56.980, 0.318
56.990, 0.389
57.000, 0.489
57.010, 0.606
57.020, 0.720
57.030, 0.807
57.040, 0.845
57.050, 0.828
57.060, 0.757
57.070, 0.651
57.080, 0.530
57.090, 0.414
57.100, 0.317
57.110, 0.247
57.120, 0.206
57.130, 0.195
57.140, 0.211
57.150, 0.251
57.160, 0.308
57.170, 0.370
57.180, 0.426
57.190, 0.465
57.200, 0.483
57.210, 0.482
57.220, 0.471
57.230, 0.462
57.240, 0.462
57.250, 0.474
57.260, 0.495
57.270, 0.516
57.280, 0.534
57.290, 0.548
57.300, 0.561
57.310, 0.576
57.320, 0.593
57.330, 0.604
57.340, 0.600
57.350, 0.574
57.360, 0.526
57.370, 0.464
57.380, 0.400
57.390, 0.344
57.400, 0.306
57.410, 0.285
57.420, 0.277
57.430, 0.276
57.440, 0.277
57.450, 0.279
57.460, 0.283
57.470, 0.288
57.480, 0.293
57.490, 0.293
57.500, 0.283
57.510, 0.260
57.520, 0.225
57.530, 0.182
57.540, 0.138
57.550, 0.099
57.560, 0.070
57.570, 0.052
57.580, 0.048
57.590, 0.056
57.600, 0.074
57.610, 0.102
57.620, 0.138
57.630, 0.178
57.640, 0.219
57.650, 0.256
57.660, 0.284
57.670, 0.299
57.680, 0.296
57.690, 0.276
57.700, 0.241
57.710, 0.198
57.720, 0.153
57.730, 0.113
57.740, 0.084
57.750, 0.068
57.760, 0.064
57.770, 0.073
57.780, 0.091
57.790, 0.115
57.800, 0.143
57.810, 0.171
57.820, 0.194
57.830, 0.207
57.840, 0.208
57.850, 0.196
57.860, 0.173
57.870, 0.143
57.880, 0.112
57.890, 0.088
57.900, 0.076
57.910, 0.080
57.920, 0.104
57.930, 0.148
57.940, 0.210
57.950, 0.281
57.960, 0.353
57.970, 0.411
57.980, 0.445
57.990, 0.449
58.000, 0.423
58.010, 0.375
58.020, 0.317
58.030, 0.259
58.040, 0.212
58.050, 0.181
58.060, 0.176
58.070, 0.211
58.080, 0.307
58.090, 0.501
58.100, 0.837
58.110, 1.368
58.120, 2.141
58.130, 3.188
58.140, 4.499
58.150, 6.012
58.160, 7.595
58.170, 9.064
58.180, 10.213
58.190, 10.877
58.200, 10.993
58.210, 10.633
58.220, 9.992
58.230, 9.316
58.240, 8.807
58.250, 8.552
58.260, 8.502
58.270, 8.517
58.280, 8.455
58.290, 8.236
58.300, 7.876
58.310, 7.459
58.320, 7.072
58.330, 6.758
58.340, 6.493
58.350, 6.215
58.360, 5.871
58.370, 5.452
58.380, 5.007
58.390, 4.615
58.400, 4.336
58.410, 4.180
58.420, 4.091
58.430, 3.977
58.440, 3.750
58.450, 3.367
58.460, 2.844
58.470, 2.244
58.480, 1.648
58.490, 1.126
58.500, 0.716
58.510, 0.427
58.520, 0.240
58.530, 0.131
58.540, 0.072
58.550, 0.044
58.560, 0.034
58.570, 0.033
58.580, 0.038
58.590, 0.046
58.600, 0.057
58.610, 0.075
58.620, 0.106
58.630, 0.164
58.640, 0.269
58.650, 0.445
58.660, 0.712
58.670, 1.077
58.680, 1.524
58.690, 2.004
58.700, 2.448
58.710, 2.775
58.720, 2.926
58.730, 2.874
58.740, 2.643
58.750, 2.287
58.760, 1.877
58.770, 1.478
58.780, 1.136
58.790, 0.876
58.800, 0.711
58.810, 0.649
58.820, 0.691
58.830, 0.828
58.840, 1.042
58.850, 1.294
58.860, 1.536
58.870, 1.717
58.880, 1.803
58.890, 1.782
58.900, 1.674
58.910, 1.520
58.920, 1.367
58.930, 1.257
58.940, 1.213
58.950, 1.236
58.960, 1.309
58.970, 1.400
58.980, 1.471
58.990, 1.489
59.000, 1.436
59.010, 1.311
59.020, 1.130
59.030, 0.921
59.040, 0.716
59.050, 0.541
59.060, 0.411
59.070, 0.333
59.080, 0.306
59.090, 0.325
59.100, 0.380
59.110, 0.460
59.120, 0.551
59.130, 0.637
59.140, 0.706
59.150, 0.751
59.160, 0.780
59.170, 0.820
59.180, 0.921
59.190, 1.148
59.200, 1.573
59.210, 2.257
59.220, 3.220
59.230, 4.424
59.240, 5.751
59.250, 7.012
59.260, 7.987
59.270, 8.476
59.280, 8.368
59.290, 7.678
59.300, 6.543
59.310, 5.180
59.320, 3.822
59.330, 2.657
59.340, 1.801
59.350, 1.303
59.360, 1.165
59.370, 1.379
59.380, 1.938
59.390, 2.836
59.400, 4.057
59.410, 5.545
59.420, 7.184
59.430, 8.794
59.440, 10.148
59.450, 11.015
59.460, 11.226
59.470, 10.721
59.480, 9.579
59.490, 7.996
59.500, 6.231
59.510, 4.537
59.520, 3.102
59.530, 2.028
59.540, 1.341
59.550, 1.021
59.560, 1.033
59.570, 1.345
59.580, 1.918
59.590, 2.691
59.600, 3.561
59.610, 4.388
59.620, 5.013
59.630, 5.303
59.640, 5.195
59.650, 4.716
59.660, 3.973
59.670, 3.118
59.680, 2.295
59.690, 1.608
59.700, 1.102
59.710, 0.774
59.720, 0.589
59.730, 0.505
59.740, 0.487
59.750, 0.510
59.760, 0.557
59.770, 0.618
59.780, 0.677
59.790, 0.720
59.800, 0.733
59.810, 0.710
59.820, 0.653
59.830, 0.575
59.840, 0.490
59.850, 0.413
59.860, 0.353
59.870, 0.318
59.880, 0.311
59.890, 0.346
59.900, 0.446
59.910, 0.651
59.920, 1.008
59.930, 1.561
59.940, 2.327
59.950, 3.269
59.960, 4.286
59.970, 5.217
59.980, 5.885
59.990, 6.145
60.000, 5.937
60.010, 5.308
60.020, 4.392
60.030, 3.366
60.040, 2.397
60.050, 1.601
60.060, 1.037
60.070, 0.714
60.080, 0.617
60.090, 0.721
60.100, 0.998
60.110, 1.411
60.120, 1.905
60.130, 2.400
60.140, 2.802
60.150, 3.028
60.160, 3.028
60.170, 2.801
60.180, 2.399
60.190, 1.907
60.200, 1.413
60.210, 0.987
60.220, 0.666
60.230, 0.454
60.240, 0.335
60.250, 0.281
60.260, 0.267
60.270, 0.276
60.280, 0.303
60.290, 0.347
60.300, 0.414
60.310, 0.504
60.320, 0.609
60.330, 0.715
60.340, 0.800
60.350, 0.847
60.360, 0.849
60.370, 0.809
60.380, 0.743
60.390, 0.672
60.400, 0.611
60.410, 0.567
60.420, 0.538
60.430, 0.519
60.440, 0.503
60.450, 0.492
60.460, 0.488
60.470, 0.496
60.480, 0.518
60.490, 0.550
60.500, 0.588
60.510, 0.632
60.520, 0.692
60.530, 0.797
60.540, 0.991
60.550, 1.322
60.560, 1.825
60.570, 2.498
60.580, 3.286
60.590, 4.081
60.600, 4.738
60.610, 5.119
60.620, 5.139
60.630, 4.789
60.640, 4.142
60.650, 3.329
60.660, 2.490
60.670, 1.743
60.680, 1.159
60.690, 0.767
60.700, 0.564
60.710, 0.536
60.720, 0.662
60.730, 0.921
60.740, 1.280
60.750, 1.688
60.760, 2.077
60.770, 2.373
60.780, 2.512
60.790, 2.463
60.800, 2.237
60.810, 1.882
60.820, 1.467
60.830, 1.061
60.840, 0.714
60.850, 0.450
60.860, 0.273
60.870, 0.171
60.880, 0.129
60.890, 0.130
60.900, 0.162
60.910, 0.214
60.920, 0.273
60.930, 0.327
60.940, 0.366
60.950, 0.380
60.960, 0.366
60.970, 0.328
60.980, 0.274
60.990, 0.215
61.000, 0.163
61.010, 0.124
61.020, 0.102
61.030, 0.099
61.040, 0.115
61.050, 0.148
61.060, 0.199
61.070, 0.267
61.080, 0.349
61.090, 0.436
61.100, 0.517
61.110, 0.576
61.120, 0.601
61.130, 0.584
61.140, 0.529
61.150, 0.447
61.160, 0.353
61.170, 0.262
61.180, 0.185
61.190, 0.129
61.200, 0.094
61.210, 0.077
61.220, 0.074
61.230, 0.084
61.240, 0.102
61.250, 0.127
61.260, 0.155
61.270, 0.182
61.280, 0.202
61.290, 0.211
61.300, 0.205
61.310, 0.186
61.320, 0.157
61.330, 0.123
61.340, 0.090
61.350, 0.062
61.360, 0.040
61.370, 0.025
61.380, 0.017
61.390, 0.018
61.400, 0.030
61.410, 0.062
61.420, 0.127
61.430, 0.244
61.440, 0.435
61.450, 0.721
61.460, 1.105
61.470, 1.568
61.480, 2.059
61.490, 2.504
61.500, 2.819
61.510, 2.938
61.520, 2.835
61.530, 2.532
61.540, 2.094
61.550, 1.605
61.560, 1.141
61.570, 0.759
61.580, 0.484
61.590, 0.320
61.600, 0.259
61.610, 0.289
61.620, 0.400
61.630, 0.579
61.640, 0.806
61.650, 1.052
61.660, 1.274
61.670, 1.431
61.680, 1.490
61.690, 1.439
61.700, 1.292
61.710, 1.083
61.720, 0.853
61.730, 0.638
61.740, 0.461
61.750, 0.330
61.760, 0.239
61.770, 0.179
61.780, 0.139
61.790, 0.115
61.800, 0.106
61.810, 0.120
61.820, 0.170
61.830, 0.273
61.840, 0.446
61.850, 0.703
61.860, 1.041
61.870, 1.438
61.880, 1.846
61.890, 2.201
61.900, 2.436
61.910, 2.506
61.920, 2.398
61.930, 2.141
61.940, 1.795
61.950, 1.434
61.960, 1.127
61.970, 0.929
61.980, 0.878
61.990, 0.989
62.000, 1.258
62.010, 1.661
62.020, 2.147
62.030, 2.642
62.040, 3.064
62.050, 3.334
62.060, 3.404
62.070, 3.269
62.080, 2.966
62.090, 2.568
62.100, 2.169
62.110, 1.859
62.120, 1.707
62.130, 1.752
62.140, 1.988
62.150, 2.369
62.160, 2.817
62.170, 3.234
62.180, 3.530
62.190, 3.643
62.200, 3.549
62.210, 3.266
62.220, 2.843
62.230, 2.345
62.240, 1.836
62.250, 1.370
62.260, 0.988
62.270, 0.714
62.280, 0.559
62.290, 0.522
62.300, 0.592
62.310, 0.750
62.320, 0.967
62.330, 1.206
62.340, 1.437
62.350, 1.642
62.360, 1.829
62.370, 2.031
62.380, 2.292
62.390, 2.645
62.400, 3.086
62.410, 3.561
62.420, 3.974
62.430, 4.217
62.440, 4.211
62.450, 3.935
62.460, 3.437
62.470, 2.810
62.480, 2.166
62.490, 1.596
62.500, 1.154
62.510, 0.854
62.520, 0.686
62.530, 0.630
62.540, 0.672
62.550, 0.802
62.560, 1.012
62.570, 1.283
62.580, 1.580
62.590, 1.849
62.600, 2.034
62.610, 2.091
62.620, 2.002
62.630, 1.786
62.640, 1.488
62.650, 1.164
62.660, 0.866
62.670, 0.623
62.680, 0.447
62.690, 0.332
62.700, 0.261
62.710, 0.219
62.720, 0.193
62.730, 0.176
62.740, 0.164
62.750, 0.155
62.760, 0.148
62.770, 0.141
62.780, 0.135
62.790, 0.130
62.800, 0.127
62.810, 0.127
62.820, 0.129
62.830, 0.132
62.840, 0.137
62.850, 0.141
62.860, 0.146
62.870, 0.150
62.880, 0.154
62.890, 0.161
62.900, 0.177
62.910, 0.212
62.920, 0.288
62.930, 0.431
62.940, 0.675
62.950, 1.048
62.960, 1.564
62.970, 2.201
62.980, 2.897
62.990, 3.550
63.000, 4.043
63.010, 4.274
63.020, 4.193
63.030, 3.817
63.040, 3.226
63.050, 2.533
63.060, 1.851
63.070, 1.265
63.080, 0.821
63.090, 0.529
63.100, 0.380
63.110, 0.359
63.120, 0.452
63.130, 0.647
63.140, 0.927
63.150, 1.261
63.160, 1.602
63.170, 1.891
63.180, 2.071
63.190, 2.103
63.200, 1.980
63.210, 1.729
63.220, 1.401
63.230, 1.055
63.240, 0.741
63.250, 0.489
63.260, 0.308
63.270, 0.191
63.280, 0.123
63.290, 0.090
63.300, 0.078
63.310, 0.080
63.320, 0.092
63.330, 0.110
63.340, 0.131
63.350, 0.151
63.360, 0.167
63.370, 0.175
63.380, 0.174
63.390, 0.163
63.400, 0.147
63.410, 0.133
63.420, 0.130
63.430, 0.155
63.440, 0.225
63.450, 0.368
63.460, 0.610
63.470, 0.975
63.480, 1.467
63.490, 2.059
63.500, 2.689
63.510, 3.262
63.520, 3.671
63.530, 3.835
63.540, 3.716
63.550, 3.341
63.560, 2.788
63.570, 2.161
63.580, 1.557
63.590, 1.047
63.600, 0.668
63.610, 0.425
63.620, 0.307
63.630, 0.300
63.640, 0.392
63.650, 0.572
63.660, 0.825
63.670, 1.125
63.680, 1.429
63.690, 1.686
63.700, 1.844
63.710, 1.871
63.720, 1.760
63.730, 1.535
63.740, 1.242
63.750, 0.931
63.760, 0.648
63.770, 0.418
63.780, 0.250
63.790, 0.139
63.800, 0.071
63.810, 0.034
63.820, 0.015
63.830, 0.006
63.840, 0.002
63.850, 0.001
63.860, 0.000
63.870, 0.001
63.880, 0.001
63.890, 0.002
63.900, 0.004
63.910, 0.008
63.920, 0.015
63.930, 0.025
63.940, 0.040
63.950, 0.059
63.960, 0.080
63.970, 0.101
63.980, 0.119
63.990, 0.130
64.000, 0.132
64.010, 0.124
64.020, 0.108
64.030, 0.088
64.040, 0.066
64.050, 0.046
64.060, 0.030
64.070, 0.019
64.080, 0.012
64.090, 0.010
64.100, 0.011
64.110, 0.015
64.120, 0.022
64.130, 0.032
64.140, 0.042
64.150, 0.053
64.160, 0.061
64.170, 0.066
64.180, 0.066
64.190, 0.061
64.200, 0.052
64.210, 0.041
64.220, 0.031
64.230, 0.021
64.240, 0.013
64.250, 0.008
64.260, 0.005
64.270, 0.003
64.280, 0.004
64.290, 0.007
64.300, 0.014
64.310, 0.027
64.320, 0.048
64.330, 0.082
64.340, 0.131
64.350, 0.198
64.360, 0.285
64.370, 0.391
64.380, 0.515
64.390, 0.648
64.400, 0.781
64.410, 0.898
64.420, 0.981
64.430, 1.017
64.440, 0.996
64.450, 0.920
64.460, 0.802
64.470, 0.661
64.480, 0.520
64.490, 0.399
64.500, 0.311
64.510, 0.262
64.520, 0.249
64.530, 0.267
64.540, 0.305
64.550, 0.355
64.560, 0.410
64.570, 0.463
64.580, 0.509
64.590, 0.543
64.600, 0.560
64.610, 0.556
64.620, 0.528
64.630, 0.477
64.640, 0.411
