##NAMES=Claudetite
##RRUFFID=R050313
##IDEAL CHEMISTRY=As^3+^_2_O_3_
##LOCALITY=Jáchymov, Erzgebirge Region, Czech Republic
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Colorless prismatic crystals scattered on the matrix
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R050313
##MEASURED CHEMISTRY=As_2.00_O_3_ ; trace amounts of Al, gray phase
##CELL PARAMETERS=a: 5.248(2) b: 12.964(4) c: 4.509(2) alpha: 90 beta: 94.06(3) gamma: 90 volume: 306.0(6) crystal system: monoclinic
65.150, 0.012
65.160, 0.029
65.170, 0.066
65.180, 0.139
65.190, 0.271
65.200, 0.490
65.210, 0.824
65.220, 1.287
65.230, 1.867
65.240, 2.518
65.250, 3.159
65.260, 3.689
65.270, 4.014
65.280, 4.079
65.290, 3.881
65.300, 3.479
65.310, 2.970
65.320, 2.466
65.330, 2.069
65.340, 1.852
65.350, 1.847
65.360, 2.047
65.370, 2.405
65.380, 2.851
65.390, 3.305
65.400, 3.697
65.410, 3.985
65.420, 4.155
65.430, 4.220
65.440, 4.195
65.450, 4.090
65.460, 3.903
65.470, 3.628
65.480, 3.266
65.490, 2.837
65.500, 2.383
65.510, 1.956
65.520, 1.610
65.530, 1.382
65.540, 1.288
65.550, 1.315
65.560, 1.426
65.570, 1.576
65.580, 1.723
65.590, 1.840
65.600, 1.925
65.610, 1.987
65.620, 2.043
65.630, 2.094
65.640, 2.128
65.650, 2.117
65.660, 2.032
65.670, 1.860
65.680, 1.607
65.690, 1.304
65.700, 0.990
65.710, 0.702
65.720, 0.468
65.730, 0.299
65.740, 0.199
65.750, 0.167
65.760, 0.206
65.770, 0.323
65.780, 0.533
65.790, 0.848
65.800, 1.267
65.810, 1.766
65.820, 2.291
65.830, 2.766
65.840, 3.108
65.850, 3.249
65.860, 3.159
65.870, 2.857
65.880, 2.403
65.890, 1.880
65.900, 1.368
65.910, 0.927
65.920, 0.589
65.930, 0.357
65.940, 0.222
65.950, 0.167
65.960, 0.181
65.970, 0.255
65.980, 0.385
65.990, 0.563
66.000, 0.772
66.010, 0.987
66.020, 1.172
66.030, 1.295
66.040, 1.329
66.050, 1.269
66.060, 1.129
66.070, 0.940
66.080, 0.735
66.090, 0.545
66.100, 0.390
66.110, 0.275
66.120, 0.195
66.130, 0.142
66.140, 0.106
66.150, 0.080
66.160, 0.059
66.170, 0.042
66.180, 0.028
66.190, 0.018
66.200, 0.011
66.210, 0.007
66.220, 0.005
66.230, 0.005
66.240, 0.007
66.250, 0.011
66.260, 0.017
66.270, 0.023
66.280, 0.030
66.290, 0.036
66.300, 0.041
66.310, 0.042
66.320, 0.041
66.330, 0.036
66.340, 0.030
66.350, 0.024
66.360, 0.017
66.370, 0.011
66.380, 0.007
66.390, 0.004
66.400, 0.002
66.410, 0.001
66.420, 0.000
66.430, 0.000
66.440, 0.000
66.450, 0.000
66.460, 0.000
66.470, 0.000
66.480, 0.000
66.490, 0.000
66.500, 0.000
66.510, 0.000
66.520, 0.000
66.530, 0.000
66.540, 0.000
66.550, 0.000
66.560, 0.000
66.570, 0.000
66.580, 0.000
66.590, 0.000
66.600, 0.000
66.610, 0.000
66.620, 0.000
66.630, 0.000
66.640, 0.000
66.650, 0.000
66.660, 0.000
66.670, 0.000
66.680, 0.000
66.690, 0.001
66.700, 0.001
66.710, 0.003
66.720, 0.006
66.730, 0.012
66.740, 0.021
66.750, 0.034
66.760, 0.051
66.770, 0.070
66.780, 0.091
66.790, 0.110
66.800, 0.125
66.810, 0.133
66.820, 0.136
66.830, 0.139
66.840, 0.153
66.850, 0.192
66.860, 0.273
66.870, 0.414
66.880, 0.629
66.890, 0.922
66.900, 1.286
66.910, 1.700
66.920, 2.140
66.930, 2.584
66.940, 3.021
66.950, 3.448
66.960, 3.864
66.970, 4.255
66.980, 4.590
66.990, 4.823
67.000, 4.907
67.010, 4.819
67.020, 4.564
67.030, 4.178
67.040, 3.714
67.050, 3.228
67.060, 2.766
67.070, 2.364
67.080, 2.046
67.090, 1.824
67.100, 1.703
67.110, 1.678
67.120, 1.743
67.130, 1.885
67.140, 2.094
67.150, 2.350
67.160, 2.622
67.170, 2.870
67.180, 3.045
67.190, 3.106
67.200, 3.035
67.210, 2.835
67.220, 2.536
67.230, 2.178
67.240, 1.802
67.250, 1.438
67.260, 1.108
67.270, 0.824
67.280, 0.591
67.290, 0.411
67.300, 0.284
67.310, 0.208
67.320, 0.175
67.330, 0.178
67.340, 0.208
67.350, 0.252
67.360, 0.297
67.370, 0.331
67.380, 0.346
67.390, 0.337
67.400, 0.305
67.410, 0.257
67.420, 0.201
67.430, 0.147
67.440, 0.099
67.450, 0.062
67.460, 0.037
67.470, 0.020
67.480, 0.010
67.490, 0.005
67.500, 0.002
67.510, 0.001
67.520, 0.000
67.530, 0.000
67.540, 0.000
67.550, 0.000
67.560, 0.000
67.570, 0.000
67.580, 0.000
67.590, 0.000
67.600, 0.000
67.610, 0.000
67.620, 0.000
67.630, 0.000
67.640, 0.000
67.650, 0.000
67.660, 0.000
67.670, 0.000
67.680, 0.000
67.690, 0.000
67.700, 0.000
67.710, 0.000
67.720, 0.000
67.730, 0.000
67.740, 0.000
67.750, 0.001
67.760, 0.002
67.770, 0.004
67.780, 0.009
67.790, 0.019
67.800, 0.038
67.810, 0.071
67.820, 0.122
67.830, 0.196
67.840, 0.292
67.850, 0.405
67.860, 0.523
67.870, 0.627
67.880, 0.699
67.890, 0.725
67.900, 0.699
67.910, 0.627
67.920, 0.523
67.930, 0.406
67.940, 0.293
67.950, 0.197
67.960, 0.124
67.970, 0.075
67.980, 0.047
67.990, 0.036
68.000, 0.041
68.010, 0.060
68.020, 0.093
68.030, 0.138
68.040, 0.193
68.050, 0.252
68.060, 0.305
68.070, 0.345
68.080, 0.362
68.090, 0.353
68.100, 0.321
68.110, 0.271
68.120, 0.213
68.130, 0.155
68.140, 0.106
68.150, 0.067
68.160, 0.039
68.170, 0.021
68.180, 0.011
68.190, 0.005
68.200, 0.002
68.210, 0.001
68.220, 0.000
68.230, 0.000
68.240, 0.000
68.250, 0.001
68.260, 0.002
68.270, 0.005
68.280, 0.012
68.290, 0.023
68.300, 0.043
68.310, 0.074
68.320, 0.119
68.330, 0.178
68.340, 0.246
68.350, 0.318
68.360, 0.382
68.370, 0.427
68.380, 0.444
68.390, 0.429
68.400, 0.386
68.410, 0.323
68.420, 0.252
68.430, 0.182
68.440, 0.123
68.450, 0.078
68.460, 0.047
68.470, 0.029
68.480, 0.023
68.490, 0.026
68.500, 0.039
68.510, 0.064
68.520, 0.100
68.530, 0.150
68.540, 0.212
68.550, 0.282
68.560, 0.354
68.570, 0.420
68.580, 0.472
68.590, 0.504
68.600, 0.512
68.610, 0.494
68.620, 0.455
68.630, 0.398
68.640, 0.333
68.650, 0.266
68.660, 0.206
68.670, 0.162
68.680, 0.144
68.690, 0.166
68.700, 0.247
68.710, 0.409
68.720, 0.678
68.730, 1.075
68.740, 1.604
68.750, 2.244
68.760, 2.945
68.770, 3.634
68.780, 4.230
68.790, 4.660
68.800, 4.879
68.810, 4.874
68.820, 4.662
68.830, 4.277
68.840, 3.765
68.850, 3.177
68.860, 2.564
68.870, 1.976
68.880, 1.460
68.890, 1.050
68.900, 0.771
68.910, 0.633
68.920, 0.632
68.930, 0.758
68.940, 0.986
68.950, 1.283
68.960, 1.608
68.970, 1.913
68.980, 2.158
68.990, 2.311
69.000, 2.360
69.010, 2.305
69.020, 2.160
69.030, 1.945
69.040, 1.680
69.050, 1.390
69.060, 1.097
69.070, 0.823
69.080, 0.587
69.090, 0.399
69.100, 0.269
69.110, 0.196
69.120, 0.185
69.130, 0.239
69.140, 0.363
69.150, 0.564
69.160, 0.839
69.170, 1.171
69.180, 1.526
69.190, 1.856
69.200, 2.107
69.210, 2.237
69.220, 2.228
69.230, 2.095
69.240, 1.881
69.250, 1.645
69.260, 1.449
69.270, 1.340
69.280, 1.347
69.290, 1.475
69.300, 1.707
69.310, 2.011
69.320, 2.345
69.330, 2.672
69.340, 2.965
69.350, 3.215
69.360, 3.426
69.370, 3.600
69.380, 3.728
69.390, 3.783
69.400, 3.729
69.410, 3.538
69.420, 3.207
69.430, 2.766
69.440, 2.274
69.450, 1.797
69.460, 1.397
69.470, 1.111
69.480, 0.953
69.490, 0.913
69.500, 0.964
69.510, 1.071
69.520, 1.198
69.530, 1.315
69.540, 1.404
69.550, 1.456
69.560, 1.476
69.570, 1.468
69.580, 1.437
69.590, 1.381
69.600, 1.292
69.610, 1.166
69.620, 1.007
69.630, 0.824
69.640, 0.636
69.650, 0.461
69.660, 0.313
69.670, 0.198
69.680, 0.117
69.690, 0.065
69.700, 0.033
69.710, 0.016
69.720, 0.007
69.730, 0.003
69.740, 0.001
69.750, 0.000
69.760, 0.000
69.770, 0.000
69.780, 0.000
69.790, 0.000
69.800, 0.000
69.810, 0.000
69.820, 0.000
69.830, 0.000
69.840, 0.000
69.850, 0.000
69.860, 0.000
69.870, 0.000
69.880, 0.000
69.890, 0.000
69.900, 0.000
69.910, 0.000
69.920, 0.001
69.930, 0.001
69.940, 0.003
69.950, 0.005
69.960, 0.008
69.970, 0.013
69.980, 0.019
69.990, 0.025
70.000, 0.031
70.010, 0.036
70.020, 0.039
70.030, 0.040
70.040, 0.039
70.050, 0.036
70.060, 0.035
70.070, 0.038
70.080, 0.048
70.090, 0.069
70.100, 0.104
70.110, 0.155
70.120, 0.218
70.130, 0.288
70.140, 0.356
70.150, 0.411
70.160, 0.443
70.170, 0.445
70.180, 0.418
70.190, 0.367
70.200, 0.302
70.210, 0.234
70.220, 0.171
70.230, 0.119
70.240, 0.079
70.250, 0.052
70.260, 0.035
70.270, 0.028
70.280, 0.028
70.290, 0.036
70.300, 0.053
70.310, 0.077
70.320, 0.109
70.330, 0.144
70.340, 0.177
70.350, 0.204
70.360, 0.219
70.370, 0.219
70.380, 0.204
70.390, 0.177
70.400, 0.143
70.410, 0.108
70.420, 0.076
70.430, 0.049
70.440, 0.030
70.450, 0.017
70.460, 0.009
70.470, 0.004
70.480, 0.002
70.490, 0.001
70.500, 0.000
70.510, 0.000
70.520, 0.000
70.530, 0.000
70.540, 0.000
70.550, 0.001
70.560, 0.001
70.570, 0.001
70.580, 0.001
70.590, 0.001
70.600, 0.001
70.610, 0.001
70.620, 0.001
70.630, 0.001
70.640, 0.000
70.650, 0.000
70.660, 0.000
70.670, 0.000
70.680, 0.000
70.690, 0.000
70.700, 0.000
70.710, 0.000
70.720, 0.000
70.730, 0.000
70.740, 0.000
70.750, 0.000
70.760, 0.000
70.770, 0.000
70.780, 0.000
70.790, 0.001
70.800, 0.001
70.810, 0.000
70.820, 0.000
70.830, 0.000
70.840, 0.000
70.850, 0.000
70.860, 0.000
70.870, 0.000
70.880, 0.000
70.890, 0.000
70.900, 0.000
70.910, 0.000
70.920, 0.000
70.930, 0.001
70.940, 0.002
70.950, 0.003
70.960, 0.005
70.970, 0.009
70.980, 0.016
70.990, 0.027
71.000, 0.047
71.010, 0.080
71.020, 0.133
71.030, 0.213
71.040, 0.323
71.050, 0.462
71.060, 0.620
71.070, 0.778
71.080, 0.912
71.090, 0.999
71.100, 1.019
71.110, 0.970
71.120, 0.861
71.130, 0.713
71.140, 0.550
71.150, 0.396
71.160, 0.267
71.170, 0.169
71.180, 0.102
71.190, 0.063
71.200, 0.046
71.210, 0.046
71.220, 0.061
71.230, 0.093
71.240, 0.141
71.250, 0.205
71.260, 0.282
71.270, 0.362
71.280, 0.435
71.290, 0.488
71.300, 0.510
71.310, 0.498
71.320, 0.455
71.330, 0.389
71.340, 0.316
71.350, 0.253
71.360, 0.219
71.370, 0.233
71.380, 0.319
71.390, 0.500
71.400, 0.801
71.410, 1.233
71.420, 1.788
71.430, 2.425
71.440, 3.068
71.450, 3.621
71.460, 3.983
71.470, 4.086
71.480, 3.907
71.490, 3.483
71.500, 2.895
71.510, 2.245
71.520, 1.626
71.530, 1.107
71.540, 0.720
71.550, 0.471
71.560, 0.352
71.570, 0.347
71.580, 0.445
71.590, 0.638
71.600, 0.916
71.610, 1.267
71.620, 1.664
71.630, 2.068
71.640, 2.431
71.650, 2.700
71.660, 2.833
71.670, 2.805
71.680, 2.617
71.690, 2.299
71.700, 1.899
71.710, 1.475
71.720, 1.077
71.730, 0.742
71.740, 0.491
71.750, 0.327
71.760, 0.245
71.770, 0.239
71.780, 0.302
71.790, 0.436
71.800, 0.646
71.810, 0.940
71.820, 1.324
71.830, 1.797
71.840, 2.345
71.850, 2.936
71.860, 3.517
71.870, 4.022
71.880, 4.382
71.890, 4.544
71.900, 4.482
71.910, 4.205
71.920, 3.756
71.930, 3.198
71.940, 2.598
71.950, 2.018
71.960, 1.503
71.970, 1.078
71.980, 0.757
71.990, 0.537
72.000, 0.415
72.010, 0.382
72.020, 0.433
72.030, 0.561
72.040, 0.761
72.050, 1.021
72.060, 1.317
72.070, 1.618
72.080, 1.882
72.090, 2.071
72.100, 2.155
72.110, 2.121
72.120, 1.979
72.130, 1.754
72.140, 1.478
72.150, 1.188
72.160, 0.912
72.170, 0.672
72.180, 0.480
72.190, 0.337
72.200, 0.241
72.210, 0.185
72.220, 0.158
72.230, 0.150
72.240, 0.151
72.250, 0.152
72.260, 0.148
72.270, 0.136
72.280, 0.118
72.290, 0.097
72.300, 0.074
72.310, 0.055
72.320, 0.043
72.330, 0.041
72.340, 0.056
72.350, 0.094
72.360, 0.168
72.370, 0.289
72.380, 0.469
72.390, 0.713
72.400, 1.014
72.410, 1.347
72.420, 1.675
72.430, 1.952
72.440, 2.139
72.450, 2.213
72.460, 2.176
72.470, 2.052
72.480, 1.877
72.490, 1.687
72.500, 1.503
72.510, 1.332
72.520, 1.171
72.530, 1.011
72.540, 0.850
72.550, 0.695
72.560, 0.558
72.570, 0.457
72.580, 0.410
72.590, 0.431
72.600, 0.528
72.610, 0.705
72.620, 0.960
72.630, 1.287
72.640, 1.679
72.650, 2.117
72.660, 2.577
72.670, 3.022
72.680, 3.404
72.690, 3.668
72.700, 3.766
72.710, 3.669
72.720, 3.383
72.730, 2.943
72.740, 2.411
72.750, 1.859
72.760, 1.347
72.770, 0.918
72.780, 0.589
72.790, 0.359
72.800, 0.215
72.810, 0.140
72.820, 0.122
72.830, 0.153
72.840, 0.233
72.850, 0.364
72.860, 0.543
72.870, 0.761
72.880, 0.998
72.890, 1.221
72.900, 1.393
72.910, 1.484
72.920, 1.475
72.930, 1.367
72.940, 1.183
72.950, 0.954
72.960, 0.719
72.970, 0.505
72.980, 0.331
72.990, 0.202
73.000, 0.115
73.010, 0.061
73.020, 0.031
73.030, 0.014
73.040, 0.006
73.050, 0.002
73.060, 0.001
73.070, 0.000
73.080, 0.000
73.090, 0.000
73.100, 0.000
73.110, 0.000
73.120, 0.000
73.130, 0.000
73.140, 0.000
73.150, 0.000
73.160, 0.000
73.170, 0.000
73.180, 0.000
73.190, 0.000
73.200, 0.000
73.210, 0.000
73.220, 0.000
73.230, 0.000
73.240, 0.000
73.250, 0.000
73.260, 0.000
73.270, 0.000
73.280, 0.000
73.290, 0.000
73.300, 0.000
73.310, 0.000
73.320, 0.000
73.330, 0.000
73.340, 0.000
73.350, 0.000
73.360, 0.000
73.370, 0.000
73.380, 0.000
73.390, 0.000
73.400, 0.000
73.410, 0.000
73.420, 0.000
73.430, 0.000
73.440, 0.000
73.450, 0.000
73.460, 0.000
73.470, 0.000
73.480, 0.001
73.490, 0.001
73.500, 0.001
73.510, 0.002
73.520, 0.002
73.530, 0.003
73.540, 0.004
73.550, 0.006
73.560, 0.008
73.570, 0.011
73.580, 0.016
73.590, 0.023
73.600, 0.035
73.610, 0.057
73.620, 0.099
73.630, 0.176
73.640, 0.311
73.650, 0.531
73.660, 0.860
73.670, 1.312
73.680, 1.878
73.690, 2.515
73.700, 3.151
73.710, 3.693
73.720, 4.049
73.730, 4.155
73.740, 3.995
73.750, 3.604
73.760, 3.056
73.770, 2.442
73.780, 1.845
73.790, 1.325
73.800, 0.914
73.810, 0.618
73.820, 0.431
73.830, 0.341
73.840, 0.339
73.850, 0.423
73.860, 0.590
73.870, 0.840
73.880, 1.163
73.890, 1.537
73.900, 1.926
73.910, 2.283
73.920, 2.557
73.930, 2.705
73.940, 2.706
73.950, 2.564
73.960, 2.309
73.970, 1.992
73.980, 1.665
73.990, 1.372
74.000, 1.141
74.010, 0.977
74.020, 0.868
74.030, 0.794
74.040, 0.736
74.050, 0.681
74.060, 0.626
74.070, 0.575
74.080, 0.533
74.090, 0.505
74.100, 0.489
74.110, 0.479
74.120, 0.466
74.130, 0.442
74.140, 0.403
74.150, 0.354
74.160, 0.303
74.170, 0.262
74.180, 0.243
74.190, 0.256
74.200, 0.303
74.210, 0.383
74.220, 0.488
74.230, 0.603
74.240, 0.713
74.250, 0.808
74.260, 0.886
74.270, 0.959
74.280, 1.051
74.290, 1.191
74.300, 1.399
74.310, 1.679
74.320, 2.006
74.330, 2.329
74.340, 2.586
74.350, 2.717
74.360, 2.685
74.370, 2.489
74.380, 2.162
74.390, 1.762
74.400, 1.352
74.410, 0.986
74.420, 0.697
74.430, 0.496
74.440, 0.375
74.450, 0.315
74.460, 0.297
74.470, 0.305
74.480, 0.331
74.490, 0.376
74.500, 0.446
74.510, 0.550
74.520, 0.690
74.530, 0.860
74.540, 1.042
74.550, 1.205
74.560, 1.318
74.570, 1.357
74.580, 1.309
74.590, 1.182
74.600, 0.997
74.610, 0.787
74.620, 0.580
74.630, 0.399
74.640, 0.257
74.650, 0.154
74.660, 0.086
74.670, 0.045
74.680, 0.022
74.690, 0.010
74.700, 0.004
74.710, 0.002
74.720, 0.001
74.730, 0.000
74.740, 0.000
74.750, 0.000
74.760, 0.000
74.770, 0.000
74.780, 0.000
74.790, 0.000
74.800, 0.000
74.810, 0.001
74.820, 0.003
74.830, 0.006
74.840, 0.013
74.850, 0.027
74.860, 0.052
74.870, 0.092
74.880, 0.155
74.890, 0.244
74.900, 0.360
74.910, 0.497
74.920, 0.643
74.930, 0.781
74.940, 0.890
74.950, 0.950
74.960, 0.953
74.970, 0.897
74.980, 0.792
74.990, 0.656
75.000, 0.510
75.010, 0.372
75.020, 0.255
75.030, 0.165
75.040, 0.100
75.050, 0.059
75.060, 0.037
75.070, 0.030
75.080, 0.035
75.090, 0.053
75.100, 0.085
75.110, 0.131
75.120, 0.190
75.130, 0.260
75.140, 0.333
75.150, 0.401
75.160, 0.452
75.170, 0.480
75.180, 0.480
75.190, 0.456
75.200, 0.419
75.210, 0.385
75.220, 0.376
75.230, 0.414
75.240, 0.519
75.250, 0.704
75.260, 0.968
75.270, 1.292
75.280, 1.639
75.290, 1.956
75.300, 2.187
75.310, 2.289
75.320, 2.240
75.330, 2.049
75.340, 1.751
75.350, 1.399
75.360, 1.045
75.370, 0.729
75.380, 0.476
75.390, 0.291
75.400, 0.168
75.410, 0.096
75.420, 0.061
75.430, 0.055
75.440, 0.076
75.450, 0.124
75.460, 0.203
75.470, 0.317
75.480, 0.465
75.490, 0.638
75.500, 0.818
75.510, 0.982
75.520, 1.105
75.530, 1.166
75.540, 1.160
75.550, 1.095
75.560, 0.992
75.570, 0.881
75.580, 0.786
75.590, 0.723
75.600, 0.695
75.610, 0.693
75.620, 0.707
75.630, 0.725
75.640, 0.745
75.650, 0.774
75.660, 0.821
75.670, 0.896
75.680, 0.998
75.690, 1.114
75.700, 1.219
75.710, 1.287
75.720, 1.294
75.730, 1.230
75.740, 1.100
75.750, 0.927
75.760, 0.738
75.770, 0.562
75.780, 0.420
75.790, 0.323
75.800, 0.274
75.810, 0.265
75.820, 0.286
75.830, 0.326
75.840, 0.374
75.850, 0.425
75.860, 0.476
75.870, 0.529
75.880, 0.585
75.890, 0.646
75.900, 0.708
75.910, 0.764
75.920, 0.803
75.930, 0.814
75.940, 0.789
75.950, 0.727
75.960, 0.634
75.970, 0.522
75.980, 0.405
75.990, 0.296
76.000, 0.204
76.010, 0.135
76.020, 0.088
76.030, 0.062
76.040, 0.052
76.050, 0.055
76.060, 0.067
76.070, 0.085
76.080, 0.106
76.090, 0.126
76.100, 0.143
76.110, 0.153
76.120, 0.156
76.130, 0.152
76.140, 0.144
76.150, 0.135
76.160, 0.133
76.170, 0.143
76.180, 0.171
76.190, 0.223
76.200, 0.301
76.210, 0.403
76.220, 0.527
76.230, 0.663
76.240, 0.799
76.250, 0.921
76.260, 1.012
76.270, 1.057
76.280, 1.047
76.290, 0.983
76.300, 0.873
76.310, 0.731
76.320, 0.578
76.330, 0.430
76.340, 0.303
76.350, 0.202
76.360, 0.129
76.370, 0.083
76.380, 0.059
76.390, 0.053
76.400, 0.064
76.410, 0.088
76.420, 0.126
76.430, 0.176
76.440, 0.236
76.450, 0.304
76.460, 0.373
76.470, 0.437
76.480, 0.487
76.490, 0.517
76.500, 0.521
76.510, 0.496
76.520, 0.447
76.530, 0.380
76.540, 0.304
76.550, 0.228
76.560, 0.161
76.570, 0.107
76.580, 0.066
76.590, 0.038
76.600, 0.021
76.610, 0.011
76.620, 0.005
76.630, 0.002
76.640, 0.001
76.650, 0.000
76.660, 0.000
76.670, 0.000
76.680, 0.000
76.690, 0.000
76.700, 0.000
76.710, 0.000
76.720, 0.000
76.730, 0.000
76.740, 0.000
76.750, 0.000
76.760, 0.000
76.770, 0.000
76.780, 0.000
76.790, 0.000
76.800, 0.000
76.810, 0.000
76.820, 0.000
76.830, 0.000
76.840, 0.000
76.850, 0.000
76.860, 0.000
76.870, 0.001
76.880, 0.002
76.890, 0.003
76.900, 0.005
76.910, 0.009
76.920, 0.015
76.930, 0.024
76.940, 0.037
76.950, 0.053
76.960, 0.073
76.970, 0.095
76.980, 0.116
76.990, 0.133
77.000, 0.143
77.010, 0.144
77.020, 0.136
77.030, 0.121
77.040, 0.101
77.050, 0.082
77.060, 0.067
77.070, 0.061
77.080, 0.072
77.090, 0.105
77.100, 0.169
77.110, 0.272
77.120, 0.421
77.130, 0.613
77.140, 0.838
77.150, 1.073
77.160, 1.289
77.170, 1.451
77.180, 1.532
77.190, 1.518
77.200, 1.413
77.210, 1.236
77.220, 1.018
77.230, 0.791
77.240, 0.581
77.250, 0.405
77.260, 0.269
77.270, 0.171
77.280, 0.106
77.290, 0.068
77.300, 0.052
77.310, 0.056
77.320, 0.081
77.330, 0.131
77.340, 0.210
77.350, 0.320
77.360, 0.460
77.370, 0.623
77.380, 0.792
77.390, 0.952
77.400, 1.086
77.410, 1.192
77.420, 1.276
77.430, 1.362
77.440, 1.479
77.450, 1.649
77.460, 1.877
77.470, 2.142
77.480, 2.400
77.490, 2.594
77.500, 2.671
77.510, 2.600
77.520, 2.382
77.530, 2.050
77.540, 1.656
77.550, 1.257
77.560, 0.900
77.570, 0.614
77.580, 0.408
77.590, 0.278
77.600, 0.209
77.610, 0.185
77.620, 0.195
77.630, 0.232
77.640, 0.303
77.650, 0.418
77.660, 0.595
77.670, 0.849
77.680, 1.188
77.690, 1.597
77.700, 2.042
77.710, 2.465
77.720, 2.798
77.730, 2.982
77.740, 2.979
77.750, 2.788
77.760, 2.444
77.770, 2.007
77.780, 1.543
77.790, 1.111
77.800, 0.749
77.810, 0.473
77.820, 0.280
77.830, 0.156
77.840, 0.084
77.850, 0.048
77.860, 0.036
77.870, 0.044
77.880, 0.071
77.890, 0.118
77.900, 0.190
77.910, 0.286
77.920, 0.405
77.930, 0.536
77.940, 0.665
77.950, 0.771
77.960, 0.837
77.970, 0.851
77.980, 0.809
77.990, 0.721
78.000, 0.600
78.010, 0.468
78.020, 0.342
78.030, 0.234
78.040, 0.149
78.050, 0.089
78.060, 0.050
78.070, 0.026
78.080, 0.013
78.090, 0.006
78.100, 0.003
78.110, 0.001
78.120, 0.000
78.130, 0.000
78.140, 0.000
78.150, 0.000
78.160, 0.000
78.170, 0.000
78.180, 0.000
78.190, 0.001
78.200, 0.003
78.210, 0.006
78.220, 0.013
78.230, 0.027
78.240, 0.052
78.250, 0.095
78.260, 0.162
78.270, 0.258
78.280, 0.384
78.290, 0.536
78.300, 0.700
78.310, 0.857
78.320, 0.982
78.330, 1.053
78.340, 1.058
78.350, 0.995
78.360, 0.876
78.370, 0.723
78.380, 0.558
78.390, 0.404
78.400, 0.274
78.410, 0.174
78.420, 0.106
78.430, 0.064
78.440, 0.045
78.450, 0.048
78.460, 0.073
78.470, 0.129
78.480, 0.224
78.490, 0.369
78.500, 0.571
78.510, 0.829
78.520, 1.128
78.530, 1.437
78.540, 1.716
78.550, 1.919
78.560, 2.011
78.570, 1.974
78.580, 1.816
78.590, 1.564
78.600, 1.263
78.610, 0.955
78.620, 0.677
78.630, 0.450
78.640, 0.280
78.650, 0.164
78.660, 0.093
78.670, 0.053
78.680, 0.038
78.690, 0.040
78.700, 0.059
78.710, 0.095
78.720, 0.152
78.730, 0.230
78.740, 0.328
78.750, 0.442
78.760, 0.558
78.770, 0.663
78.780, 0.739
78.790, 0.774
78.800, 0.760
78.810, 0.700
78.820, 0.605
78.830, 0.491
78.840, 0.374
78.850, 0.267
78.860, 0.179
78.870, 0.113
78.880, 0.068
78.890, 0.038
78.900, 0.021
78.910, 0.012
78.920, 0.008
78.930, 0.007
78.940, 0.009
78.950, 0.011
78.960, 0.014
78.970, 0.018
78.980, 0.023
78.990, 0.030
79.000, 0.040
79.010, 0.055
79.020, 0.080
79.030, 0.116
79.040, 0.165
79.050, 0.226
79.060, 0.295
79.070, 0.364
79.080, 0.424
79.090, 0.465
79.100, 0.480
79.110, 0.466
79.120, 0.428
79.130, 0.371
79.140, 0.304
79.150, 0.237
79.160, 0.176
79.170, 0.124
79.180, 0.084
79.190, 0.055
79.200, 0.034
79.210, 0.022
79.220, 0.015
79.230, 0.013
79.240, 0.017
79.250, 0.025
79.260, 0.040
79.270, 0.062
79.280, 0.091
79.290, 0.125
79.300, 0.161
79.310, 0.195
79.320, 0.221
79.330, 0.236
79.340, 0.237
79.350, 0.224
79.360, 0.201
79.370, 0.170
79.380, 0.137
79.390, 0.108
79.400, 0.085
79.410, 0.073
79.420, 0.076
79.430, 0.099
79.440, 0.147
79.450, 0.226
79.460, 0.337
79.470, 0.477
79.480, 0.637
79.490, 0.797
79.500, 0.936
79.510, 1.030
79.520, 1.062
79.530, 1.027
79.540, 0.929
79.550, 0.788
79.560, 0.627
79.570, 0.467
79.580, 0.326
79.590, 0.213
79.600, 0.131
79.610, 0.075
79.620, 0.041
79.630, 0.023
79.640, 0.016
79.650, 0.017
79.660, 0.027
79.670, 0.046
79.680, 0.078
79.690, 0.125
79.700, 0.186
79.710, 0.261
79.720, 0.342
79.730, 0.421
79.740, 0.485
79.750, 0.525
79.760, 0.534
79.770, 0.511
79.780, 0.465
79.790, 0.409
79.800, 0.358
79.810, 0.329
79.820, 0.333
79.830, 0.376
79.840, 0.455
79.850, 0.559
79.860, 0.671
79.870, 0.769
79.880, 0.835
79.890, 0.853
79.900, 0.819
79.910, 0.737
79.920, 0.623
79.930, 0.494
79.940, 0.367
79.950, 0.256
79.960, 0.168
79.970, 0.103
79.980, 0.059
79.990, 0.033
80.000, 0.019
80.010, 0.013
80.020, 0.014
80.030, 0.022
80.040, 0.038
80.050, 0.064
80.060, 0.100
80.070, 0.149
80.080, 0.208
80.090, 0.273
80.100, 0.335
80.110, 0.387
80.120, 0.419
80.130, 0.425
80.140, 0.405
80.150, 0.361
80.160, 0.303
80.170, 0.238
80.180, 0.175
80.190, 0.121
80.200, 0.079
80.210, 0.048
80.220, 0.028
80.230, 0.016
80.240, 0.012
80.250, 0.013
80.260, 0.021
80.270, 0.037
80.280, 0.064
